,CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,Demanda Bioquímica de Oxígeno (DBO) [mg/L],Demanda Química de Oxígeno (DQO) [mg/L],Sólidos Suspendidos Totales (SST) [mg/L],Coliformes Fecales (CF) [NMP/100mL],E. Coli (EC) [NMP/100mL],Enterococos (ENT) [NMP/100mL],Toxicidad aguda (TA) [UTa],Oxígeno Disuelto (OD) [mg/L],SEMAFORO,CONTAMINANTES
3684,OCLSP3979M1,RIO CUALE LA AGUACATERA,LERMA SANTIAGO PACIFICO,JALISCO,PUERTO VALLARTA,CUALE,RIO CUALE,LÓTICO,RÍO,-105.21734,20.59345,2012-2023,<3,<10,<25,3880,232,,<1,100.19999999999999,Amarillo,"CF,"
3685,OCLSP3980,PUERTO VALLARTA 5 (CONCHAS CHINAS),LERMA SANTIAGO PACIFICO,JALISCO,PUERTO VALLARTA,TECOMALA,OCEANO PACIFICO,COSTERO,OCÉANO-MAR,-105.2452,20.59111,2012-2023,,,<25,15,,<3,,,Verde,
3686,OCLSP3981M1,PLAYA LAS GLORIAS MARGEN IZQUIERDA,LERMA SANTIAGO PACIFICO,JALISCO,PUERTO VALLARTA,PITILLAL,OCEANO PACIFICO,COSTERO,OCÉANO-MAR,-105.23373,20.63464,2012-2023,,,<25,63,,<3,,,Verde,
3687,OCLSP3982M1,PLAYA DE LOS MUERTOS,LERMA SANTIAGO PACIFICO,JALISCO,PUERTO VALLARTA,TECOMALA,OCEANO PACIFICO,COSTERO,OCÉANO-MAR,-105.23904,20.60365,2012-2023,,,<25,103,,31,,,Verde,
3688,OCNOR3985,AGUA PRIETA DOUGLAS,NOROESTE,SONORA,AGUA PRIETA,RÍO BAVISPE,RIO AGUA PRIETA,LÓTICO,DESCARGA,-109.57592,31.33398,2012-2023,<3,18.91,<25,1631,140,,<1,64.7,Amarillo,"CF,"
3689,OCNOR3987,OJO DE AGUA,NOROESTE,SONORA,CANANEA,RÍO SONORA 1,RIO SONORA,LÓTICO,RÍO,-110.18906,30.95804,2012-2023,3.19,20.258000000000003,26.83335,1211.5,70.5,,<1,87.32499999999999,Amarillo,"CF,"
3690,OCNOR3988,SONORA 6,NOROESTE,SONORA,CANANEA,RÍO SONORA 1,RIO SONORA,LÓTICO,RÍO,-110.19079,30.9481,2012-2023,<3,12.992,<25,<3,<3,,1250,101.75,Rojo,"TOX_L,"
3691,OCNOR3989,CANANEA,NOROESTE,SONORA,CANANEA,RÍO SAN PEDRO,ARROYO EL BARRILITO,LÓTICO (HUMEDAL),ARROYO,-110.28877,30.99713,2012-2023,9.5,49.15,26.335,24196,24196,,7.369,71.9,Rojo,"DQO,CF,E_COLI,TOX_L,"
3692,OCNOR3990,AGUA CALIENTE DE ACONCHI,NOROESTE,SONORA,ACONCHI,RÍO SONORA 1,RIO SONORA,LÓTICO,RÍO,-110.27754,29.84478,2012-2023,<3,<10,<25,<3,<3,,1.27551020408163,90.8,Verde,
3693,OCNOR3991,DERIVADORA DE HUASABAS,NOROESTE,SONORA,HUASABAS,RÍO YAQUI 1,RIO YAQUI,LÓTICO,RÍO,-109.2932,29.94885,2012-2023,<3,13.38,<25,1956,31,,<1,92,Amarillo,"CF,"
3694,OCNOR3992,AGUA PRIETA DOUGLAS AGUAS ABAJO,NOROESTE,SONORA,AGUA PRIETA,RÍO BAVISPE,RIO AGUA PRIETA,LÓTICO,RÍO,-109.57077,31.3281,2012-2023,5.78,33.04,66,5475,504,,<1,67.5,Amarillo,"CF,"
3695,OCNOR3996,SANTA CRUZ 2,NOROESTE,SONORA,SANTA CRUZ,RÍO SANTA CRUZ,RIO SANTA CRUZ,LÓTICO (HUMEDAL),RÍO,-110.64368,31.1499,2012-2023,<3,12.365,<25,352.5,30,,<1,95.3,Verde,
3696,OCNOR3997,SANTA CRUZ,NOROESTE,SONORA,SANTA CRUZ,RÍO SANTA CRUZ,RIO SANTA CRUZ,LÓTICO,RÍO,-110.60928,31.17829,2012-2023,<3,13.57,<25,756,52,,<1,96.69999999999999,Verde,
3697,OCNOR4017,EL GAVILAN,NOROESTE,SONORA,URES,RÍO SONORA 1,RIO SONORA,LÓTICO,RÍO,-110.54156,29.32107,2012-2023,<3,11.93,<25,1467,63,,<1,104.1,Amarillo,"CF,"
3698,OCNOR4019,RIO SONORA 3,NOROESTE,SONORA,BAVIACORA,RÍO SONORA 1,RIO SONORA,LÓTICO,RÍO,-110.12087,29.53502,2012-2023,<3,10.97,<25,2755,148,,<1,101.8,Amarillo,"CF,"
3699,OCNOR4020,BAVIACORA,NOROESTE,SONORA,BAVIACORA,RÍO SONORA 1,RIO SONORA,LÓTICO,RÍO,-110.17441,29.72369,2012-2023,<3,<10,<25,1856,166,,<1,79.55000000000001,Amarillo,"CF,"
3700,OCNOR4022,RIO SONORA 4,NOROESTE,SONORA,ACONCHI,RÍO SONORA 1,RIO SONORA,LÓTICO (HUMEDAL),RÍO,-110.23701,29.8244,2012-2023,<3,<10,<25,3591,212.5,,<1,97,Amarillo,"CF,"
3701,OCNOR4023,RIO SONORA 5,NOROESTE,SONORA,BANAMICHI,RÍO SONORA 1,RIO SONORA,LÓTICO (HUMEDAL),RÍO,-110.21963,30.01704,2012-2023,<3,21.74,153.66500000000002,7765.5,196.5,,<1,99.4,Amarillo,"SST,CF,"
3702,OCNOR4024,ARIZPE,NOROESTE,SONORA,ARIZPE,RÍO SONORA 1,RIO SONORA,LÓTICO,RÍO,-110.16534,30.33503,2012-2023,<3,11.87,<25,2187,148,,<1,85.15,Amarillo,"CF,"
3703,OCNOR4026,RIO BACANUCHI,NOROESTE,SONORA,ARIZPE,RÍO SONORA 1,RIO BACANUCHI,LÓTICO,RÍO,-110.15751,30.36813,2012-2023,<3,<10,<25,1500,110,,<1,92.1,Amarillo,"CF,"
3704,OCNOR4028,BACOACHI,NOROESTE,SONORA,BACOACHI,RÍO SONORA 1,RIO SONORA,LÓTICO (HUMEDAL),RÍO,-109.97,30.6348,2012-2023,<3,<10,<25,1122,85,,<1,89.9,Amarillo,"CF,"
3705,OCNOR4031,TERRENATE,NOROESTE,SONORA,IMURIS,RÍO MAGDALENA,RIO MAGDALENA,LÓTICO,RÍO,-110.91647,30.72614,2012-2023,<3,11.445,<25,2609.5,110,,<1,89.8,Amarillo,"CF,"
3706,OCNOR4043,EFLUENTE DE LA PRESA EL MOLINITO,NOROESTE,SONORA,HERMOSILLO,RÍO SONORA 2,RIO SONORA,LÓTICO,RÍO,-110.73151,29.20995,2012-2023,<3,15.96,<25,1296,41,,1.04,67.2,Amarillo,"CF,"
3707,OCNOR4044,PRESA EL MOLINITO,NOROESTE,SONORA,HERMOSILLO,RÍO SONORA 2,PRESA EL MOLINITO,LÓTICO,DESCARGA MUNICIPAL,-110.72767,29.21336,2012-2023,3.38,38.78,<25,2014,98,,<1,87.4,Amarillo,"CF,"
3708,OCNOR4044M1,PRESA EL MOLINITO FRENTE A CORTINA,NOROESTE,SONORA,HERMOSILLO,RÍO SONORA 2,PRESA EL MOLINITO,LÉNTICO,PRESA,-110.72617,29.21414,2012-2023,<3,30.817,25.15,92.5,<3,,<1,87.9,Verde,
3709,OCNOR4046,SAHUARIPA,NOROESTE,SONORA,SAHUARIPA,RÍO YAQUI 1,RIO SAHUARIPA,LÓTICO (HUMEDAL),RÍO,-109.2291,29.04988,2012-2023,<3,10.565,<25,2247,52,,<1,102.30000000000001,Amarillo,"CF,"
3710,OCNOR4047,SAN JOSE DE PIMAS RIO,NOROESTE,SONORA,LA COLORADA,RÍO MÁTAPE 1,RIO MATAPE,LÓTICO,RÍO,-110.34781,28.71955,2012-2023,<3,17.7,<25,2723,63,,<1,90.8,Amarillo,"CF,"
3711,OCNOR4049,RIO YAQUI 7,NOROESTE,SONORA,SOYOPA,RÍO YAQUI 2,RIO YAQUI,LÓTICO (HUMEDAL),RÍO,-109.626,28.75234,2012-2023,<3,19.5,<25,1153,10,,2.21729490022173,88.8,Amarillo,"CF,"
3712,OCNOR4050,RIO YAQUI 8,NOROESTE,SONORA,ONAVAS,RÍO YAQUI 2,RIO YAQUI,LÓTICO (HUMEDAL),RÍO,-109.53622,28.46285,2012-2023,<3,14.49,29.5,2098,41,,<1,98.6,Amarillo,"CF,"
3713,OCNOR4051,NOVILLO,NOROESTE,SONORA,SOYOPA,RÍO YAQUI 2,RIO YAQUI,LÓTICO (HUMEDAL),RÍO,-109.63914,28.94986,2012-2023,<3,15.05,<25,487,10,,<1,73.8,Verde,
3714,OCNOR4052W1,PRESA EL NOVILLO,NOROESTE,SONORA,SOYOPA,RÍO YAQUI 2,RIO YAQUI,LÓTICO (HUMEDAL),RÍO,-109.63042,28.97992,2012-2023,<3,20.894,<25,320.5,5.75,,<1,79.8,Verde,
3715,OCNOR4053,RIO YAQUI 9,NOROESTE,SONORA,SOYOPA,RÍO YAQUI 2,RIO YAQUI,LÓTICO,RÍO,-109.60794,28.6304,2012-2023,<3,20.9976,<25,1376,10,,<1,89.6,Amarillo,"CF,"
3716,OCNOR4054,PRESA EL NOVILLO 5,NOROESTE,SONORA,SOYOPA,RÍO YAQUI 1,PRESA EL NOVILLO,LÉNTICO (HUMEDAL),PRESA,-109.64823,28.98886,2012-2023,<3,14.8296,<25,92,<3,,,,Verde,
3717,OCNOR4055,PRESA EL NOVILLO 1,NOROESTE,SONORA,SOYOPA,RÍO YAQUI 1,PRESA EL NOVILLO,LÉNTICO (HUMEDAL),PRESA,-109.66576,29.00928,2012-2023,<3,12.1866,<25,166,<3,,,,Verde,
3718,OCNOR4056,PRESA EL NOVILLO 4,NOROESTE,SONORA,SOYOPA,RÍO YAQUI 1,PRESA EL NOVILLO,LÉNTICO (HUMEDAL),PRESA,-109.65536,29.01551,2012-2023,<3,18.4722,<25,165.5,<3,,,,Verde,
3719,OCNOR4057,PRESA EL NOVILLO 2,NOROESTE,SONORA,SAN PEDRO DE LA CUEVA,RÍO YAQUI 1,PRESA EL NOVILLO,LÉNTICO (HUMEDAL),PRESA,-109.6645,29.02708,2012-2023,<3,15.5,<25,149.5,<3,,,,Verde,
3720,OCNOR4058,PRESA EL NOVILLO 3,NOROESTE,SONORA,SAN PEDRO DE LA CUEVA,RÍO YAQUI 1,PRESA EL NOVILLO,LÉNTICO (HUMEDAL),PRESA,-109.663,29.04688,2012-2023,<3,13.895,<25,153.5,<3,,,,Verde,
3721,OCNOR4059,RIO YAQUI 10,NOROESTE,SONORA,BACANORA,RÍO YAQUI 1,RIO YAQUI,LÓTICO (HUMEDAL),RÍO,-109.27959,29.1877,2012-2023,<3,17.69,<25,3281.5,20,,<1,96,Amarillo,"CF,"
3722,OCNOR4060,SAHUARIPA VADO ONAPA,NOROESTE,SONORA,SAHUARIPA,RÍO YAQUI 1,RIO SAHUARIPA,LÓTICO,RÍO,-109.17471,28.82089,2012-2023,<3,17.994,<25,1663.5,62.5,,<1,96.7,Amarillo,"CF,"
3723,OCNOR4061,TONICHI RIO,NOROESTE,SONORA,SOYOPA,RÍO YAQUI 2,RIO YAQUI,LÓTICO (HUMEDAL),RÍO,-109.55334,28.57261,2012-2023,<3,18.39,31,1500,20,,<1,92.1,Amarillo,"CF,"
3724,OCNOR4064,JECORI,NOROESTE,SONORA,CUMPAS,RÍO YAQUI 1,RIO MOCTEZUMA,LÓTICO,RÍO,-109.73674,29.9332,2012-2023,<3,<10,<25,3441,637,,<1,92,Amarillo,"CF,"
3725,OCNOR4065,NACOZARI,NOROESTE,SONORA,NACOZARI DE GARCIA,RÍO YAQUI 1,RIO NACOZARI,LÓTICO,RÍO,-109.68685,30.35128,2012-2023,27.884999999999998,91.36500000000001,46.4286,24196,24196,,10.44,84.15,Rojo,"DQO,CF,E_COLI,TOX_L,"
3726,OCNOR4066,PRESA ANGOSTURA 3,NOROESTE,SONORA,NACOZARI DE GARCIA,RÍO BAVISPE,PRESA GRAL. LÁZARO CARDENAS (LA ANGOSTURA),LÉNTICO,PRESA,-109.37946,30.43956,2012-2023,<3,17.028,<25,20,<3,,,,Verde,
3727,OCNOR4067,PRESA ANGOSTURA 2,NOROESTE,SONORA,NACOZARI DE GARCIA,RÍO BAVISPE,PRESA GRAL. LÁZARO CARDENAS (LA ANGOSTURA),LÉNTICO (HUMEDAL),PRESA,-109.377749,30.454362,2012-2023,<3,16.7,<25,10,<3,,,,Verde,
3728,OCNOR4068,PRESA ANGOSTURA 5,NOROESTE,SONORA,NACOZARI DE GARCIA,RÍO BAVISPE,PRESA GRAL. LÁZARO CARDENAS (LA ANGOSTURA),LÉNTICO (HUMEDAL),PRESA,-109.36581,30.47824,2012-2023,<3,<10,<25,<3,<3,,,,Verde,
3729,OCNOR4069,PRESA ANGOSTURA 4,NOROESTE,SONORA,NACOZARI DE GARCIA,RÍO BAVISPE,PRESA GRAL. LÁZARO CARDENAS (LA ANGOSTURA),LÉNTICO (HUMEDAL),PRESA,-109.36624,30.54864,2012-2023,<3,18.450000000000003,<25,5.75,<3,,,,Verde,
3730,OCNOR4070,PRESA ANGOSTURA 1,NOROESTE,SONORA,NACOZARI DE GARCIA,RÍO BAVISPE,PRESA GRAL. LÁZARO CARDENAS (LA ANGOSTURA),LÉNTICO (HUMEDAL),PRESA,-109.38124,30.56758,2012-2023,<3,22.67,<25,25.5,<3,,,,Verde,
3731,OCNOR4073,"ESTERO LA CRUZ BAHIA DE KINO  SEG33, 4 ISA10B",NOROESTE,SONORA,HERMOSILLO,RÍO SONORA 3,ESTERO LA CRUZ,COSTERO (HUMEDAL),ESTERO,-111.91142,28.79942,2012-2023,,,<25,10,,<3,,,Verde,
3732,OCNOR4074,"ESTERO DE LA CRUZ BAHIA DE KINO SEG33, 3 ISA10B",NOROESTE,SONORA,HERMOSILLO,RÍO SONORA 3,ESTERO LA CRUZ,COSTERO (HUMEDAL),ESTERO,-111.9155,28.79781,2012-2023,,,<25,20,,<3,,,Verde,
3733,OCNOR4075,"ESTERO DE LA CRUZ BAHIA DE KINO  SEG33, 2 ISA10B",NOROESTE,SONORA,HERMOSILLO,RÍO SONORA 3,ESTERO LA CRUZ,COSTERO (HUMEDAL),ESTERO,-111.89335,28.79376,2012-2023,,,<25,20,,<3,,,Verde,
3734,OCNOR4076,"ESTERO DE LA CRUZ BAHIA DE KINO SEG33, 1 ISA10B",NOROESTE,SONORA,HERMOSILLO,RÍO SONORA 3,ESTERO LA CRUZ,COSTERO (HUMEDAL),ESTERO,-111.924076,28.80502,2012-2023,,,25.5,41,,<3,,,Verde,
3735,OCNOR4078,ECOSISTEMA ARROYO VERDE APFF SIERRA DE ALAMOS RÍO CUCHUJAQUI 3,NOROESTE,SONORA,ALAMOS,ARROYO ALAMOS,ARROYO CUCHUJAQUI,LÓTICO (HUMEDAL),ARROYO,-108.80844,26.99413,2012-2023,<3,17.48,<25,2486,20,,<1,101.75,Amarillo,"CF,"
3736,OCNOR4079,ECOSISTEMA ARROYO VERDE APFF SIERRA DE ALAMOS RÍO CUCHUJAQUI 2,NOROESTE,SONORA,ALAMOS,ARROYO ALAMOS,ARROYO CUCHUJAQUI,LÓTICO (HUMEDAL),ARROYO,-108.88502,26.9418,2012-2023,<3,<10,<25,1919.5,20,,<1,87.1,Amarillo,"CF,"
3737,OCNOR4080,ECOSISTEMA ARROYO VERDE APFF SIERRA DE ALAMOS RÍO CUCHUJAQU 1,NOROESTE,SONORA,ALAMOS,ARROYO ALAMOS,ARROYO CUCHUJAQUI,LÓTICO (HUMEDAL),ARROYO,-108.91407,26.82635,2012-2023,<3,15.31,<25,1973,57,,<1,106.8,Amarillo,"CF,"
3738,OCNOR4084,HUMEDALES DE YAVAROS-MORONCARIT 4,NOROESTE,SONORA,HUATABAMPO,RÍO MAYO 3,HUMEDALES DE YAVAROS-MORONCARIT 4,COSTERO (HUMEDAL),LAGUNA,-109.44162,26.71182,2012-2023,,,188.57,20.5,,20,,,Amarillo,"SST,"
3739,OCNOR4085,HUMEDALES DE YAVAROS-MORONCARIT 1,NOROESTE,SONORA,HUATABAMPO,RÍO MAYO 3,HUMEDALES DE YAVAROS-MORONCARIT 1,COSTERO (HUMEDAL),LAGUNA,-109.43602,26.68074,2012-2023,,,89.5909,10,,<3,,,Verde,
3740,OCNOR4086,HUMEDALES DE YAVAROS-MORONCARIT 2,NOROESTE,SONORA,HUATABAMPO,RÍO MAYO 3,HUMEDALES DE YAVAROS-MORONCARIT 2,COSTERO (HUMEDAL),LAGUNA,-109.49041,26.68198,2012-2023,,,<25,10,,<3,,,Verde,
3741,OCNOR4087,LAGUNA YAVAROS 2,NOROESTE,SONORA,HUATABAMPO,RÍO MAYO 3,LAGUNA YAVAROS,COSTERO (HUMEDAL),LAGUNA,-109.51184,26.70578,2012-2023,,,28.5,233.5,,10,,,Verde,
3742,OCNOR4088,LAGUNA YAVAROS 3,NOROESTE,SONORA,HUATABAMPO,RÍO MAYO 3,HUMEDALES DE YAVAROS-MORONCARIT 3,COSTERO (HUMEDAL),LAGUNA,-109.53416,26.69173,2012-2023,,,<25,1052,,10,,,Amarillo,"CF,"
3743,OCNOR4089,MORONCARIT,NOROESTE,SONORA,HUATABAMPO,RÍO MAYO 3,DREN,LÓTICO - COSTERO,DREN,-109.56201,26.73125,2012-2023,8.79,67.9868,<25,24196,89,51,<1,57.349999999999994,Rojo,"DQO,CF,"
3744,OCNOR4090W1,HUMEDALES DE YAVAROS-MORONCARIT 5,NOROESTE,SONORA,HUATABAMPO,RÍO MAYO 3,HUMEDALES DE YAVAROS-MORONCARIT 5,LÉNTICO - COSTERO (HUMEDAL),LAGUNA,-109.57809,26.72099,2012-2023,,,114,6867,,61.5,,,Amarillo,"CF,"
3745,OCNOR4091W1,HUMEDALES DE YAVAROS-MORONCARIT 6,NOROESTE,SONORA,HUATABAMPO,RÍO MAYO 3,HUMEDALES DE YAVAROS-MORONCARIT 6,LÉNTICO - COSTERO (HUMEDAL),LAGUNA,-109.598,26.72269,2012-2023,,,124,14136,,69,,,Amarillo,"CF,"
3746,OCNOR4092W1,CERO,NOROESTE,SONORA,HUATABAMPO,RÍO MAYO 3,DREN,LÓTICO - COSTERO,DREN,-109.61345,26.72631,2012-2023,6.07,46.60705,67.5,24196,410,1179,<1,77.8,Rojo,"DQO,CF,ENT_FEC,"
3747,OCNOR4093W1,HUMEDALES DE YAVAROS-MORONCARIT 3,NOROESTE,SONORA,HUATABAMPO,RÍO MAYO 3,HUMEDALES DE YAVAROS-MORONCARIT 3,LÉNTICO - COSTERO (HUMEDAL),LAGUNA,-109.57776,26.70207,2012-2023,,,43,4413,,52,,,Amarillo,"CF,"
3748,OCNOR4094,LAGUNA YAVAROS 1,NOROESTE,SONORA,HUATABAMPO,RÍO MAYO 3,LAGUNA YAVAROS,COSTERO,LAGUNA,-109.52795,26.75058,2012-2023,,,41.5,14833.5,,41,,,Amarillo,"CF,"
3749,OCNOR4094M1,LAGUNA YAVAROS 1,NOROESTE,SONORA,HUATABAMPO,RÍO MAYO 3,LAGUNA YAVAROS,COSTERO,LAGUNA,-109.52795,26.75058,2012-2023,,,264.4444,744,,31,,,Amarillo,"SST,"
3750,OCNOR4095,HUMEDALES DE YAVAROS-MORONCARIT 7,NOROESTE,SONORA,HUATABAMPO,RÍO MAYO 3,HUMEDALES DE YAVAROS-MORONCARIT 7,COSTERO (HUMEDAL),LAGUNA,-109.48377,26.73913,2012-2023,,,328.9,233,,68.5,,,Amarillo,"SST,"
3751,OCNOR4096,DREN YAVAROS,NOROESTE,SONORA,HUATABAMPO,RÍO MAYO 3,DREN YAVAROS,LÓTICO,DREN,-109.53625,26.81161,2012-2023,5.13,59.828,31.65,24196,24196,10970,4.749,32.3,Rojo,"DQO,CF,E_COLI,ENT_FEC,OD%S,"
3752,OCNOR4097,HUATABAMPO,NOROESTE,SONORA,HUATABAMPO,RÍO MAYO 3,DREN LAS ANIMAS,LÓTICO,DREN,-109.65714,26.80954,2012-2023,9.37,47.355000000000004,101.33500000000001,24196,24196,,2.53,58.35,Rojo,"DQO,CF,E_COLI,"
3753,OCNOR4098,RH9-1 SONORA SUR,NOROESTE,SONORA,HUATABAMPO,RÍO MAYO 3,RIO MAYO,LÓTICO,RÍO,-109.6817,26.77875,2012-2023,<3,31.75,27.5,24196,160,193,<1,88.2,Amarillo,"CF,"
3754,OCNOR4099W1,RIO MAYO 1,NOROESTE,SONORA,HUATABAMPO,RÍO MAYO 3,RIO MAYO,LÓTICO - COSTERO,ESTUARIO,-109.7828,26.73923,2012-2023,3.14,216.82,32,825,1128.5,10,1.63,88,Rojo,"DQO,E_COLI,"
3755,OCNOR4100,DESEMBOCADURA RIO MAYO,NOROESTE,SONORA,HUATABAMPO,RÍO MAYO 3,TRANSICION RIO - MAR,LÓTICO - COSTERO (HUMEDAL),RÍO,-109.79384,26.7314,2012-2023,,,31.5,159.5,,<3,,,Verde,
3756,OCNOR4101,KM 1 + 310,NOROESTE,SONORA,HUATABAMPO,RÍO MAYO 3,DREN JUPATECO,LÓTICO - COSTERO,DREN,-109.81598,26.84156,2012-2023,4.2444500000000005,48.790000000000006,58.95495,269,176.5,5.75,<1,73.85,Rojo,"DQO,TOX_L,"
3757,OCNOR4103,RIO SAN PEDRO,NOROESTE,SONORA,NACO,RÍO SAN PEDRO,RIO SAN PEDRO,LÓTICO (HUMEDAL),RÍO,-110.18973,31.23811,2012-2023,3.06,13.66,<25,327,41,,<1,95.1,Verde,
3758,OCNOR4104,SAUCOBE,NOROESTE,SONORA,NAVOJOA,RÍO MAYO 3,DREN LAS ANIMAS,LÓTICO,DREN,-109.49747,26.95206,2012-2023,94.905,517.79,657.5,90330,27598,,9.75,15.9,Rojo,"DBO,DQO,SST,CF,E_COLI,OD%L,TOX_L,"
3759,OCNOR4105,"PROVEEDORA DE SERVICIOS DEL PARQUE INDUSTRIAL DE NAVOJOA, S.A. DE C.V.  (AGUAS ARRIBA)",NOROESTE,SONORA,NAVOJOA,RÍO MAYO 3,DREN LAS ANIMAS,LÓTICO,DESCARGA,-109.43093,26.99312,2012-2023,346.155,1377.95,500,2419600,1299700,,32.041,<10,Rojo,"DBO,DQO,SST,CF,E_COLI,OD%L,TOX_L,"
3760,OCNOR4106,"PROVEEDORA DE SERVICIOS DEL PARQUE INDUSTRIAL DE NAVOJOA, S.A. DE C.V.  (AGUAS ABAJO)",NOROESTE,SONORA,NAVOJOA,RÍO MAYO 3,DREN LAS ANIMAS,LÓTICO,DREN,-109.43083,26.99014,2012-2023,111.97,514,220,241960,105860,,8.18,23.5,Rojo,"DBO,DQO,SST,CF,E_COLI,OD%L,TOX_L,"
3761,OCNOR4107,"CERVECERIA CUAUHTEMOC MOCTEZUMA, S.A. DE C.V. CERVECERA CUAUHTEMOC MOCTEZUMA, S.A. DE C.V. (AGUAS ARRIBA)",NOROESTE,SONORA,NAVOJOA,RÍO MAYO 3,DREN AGRICOLA LAS ANIMAS,LÓTICO,DESCARGA,-109.4337,27.0246,2012-2023,199.44,726.24,200,24196,24196,,4.99,28.7,Rojo,"DBO,DQO,SST,CF,E_COLI,OD%L,TOX_L,"
3762,OCNOR4108,DREN AGRÍCOLA LAS ANIMAS,NOROESTE,SONORA,NAVOJOA,RÍO MAYO 3,DREN LAS ANIMAS,LÓTICO,DESCARGA,-109.43403,27.02465,2012-2023,7.59,103.05,51.166650000000004,24196,24196,,7.03,54.9,Rojo,"DQO,CF,E_COLI,TOX_L,"
3763,OCNOR4109,MARGEN IZQUIERDA,NOROESTE,SONORA,NAVOJOA,RÍO MAYO 3,CANAL PRINCIPAL,LÓTICO,CANAL,-109.43979,27.07313,2012-2023,3.66,28.42,39.6875,2430,139.5,,<1,96.4,Amarillo,"CF,"
3764,OCNOR4110,RIO MAYO 4,NOROESTE,SONORA,NAVOJOA,RÍO MAYO 3,RIO MAYO,LÓTICO (HUMEDAL),RÍO,-109.42693,27.11032,2012-2023,4,24.6,<25,2355.5,63,,<1,48.87,Amarillo,"CF,"
3765,OCNOR4111,CANAL PRINCIPAL MARGEN IZQUIERDA,NOROESTE,SONORA,NAVOJOA,RÍO MAYO 3,CANAL PRINCIPAL M. IZQ.,LÓTICO,CANAL,-109.39966,27.119,2012-2023,<3,23.52,38.335,2497.5,74,,<1,95.69999999999999,Amarillo,"CF,"
3766,OCNOR4112,RIO MAYO 5,NOROESTE,SONORA,NAVOJOA,RÍO MAYO 3,RIO MAYO,LÓTICO,RÍO,-109.36616,27.17046,2012-2023,<3,19.049999999999997,<25,1406,20,,<1,75.5,Amarillo,"CF,"
3767,OCNOR4113,RIO MAYO 3,NOROESTE,SONORA,NAVOJOA,RÍO MAYO 3,RIO MAYO,LÓTICO (HUMEDAL),RÍO,-109.50228,27.0742,2012-2023,8.25,56.295,<25,24196,5172,,1.05,28,Rojo,"DQO,CF,E_COLI,OD%L,TOX_L,"
3768,OCNOR4117,COLECTOR 1,NOROESTE,SONORA,BACUM,RÍO YAQUI 3,COLECTOR 1,LÓTICO,CANAL,-110.1579,27.31769,2012-2023,7.904999999999999,52.81,144.92000000000002,24196,865,,<1,91.7,Rojo,"DQO,CF,E_COLI,"
3769,OCNOR4118,DREN COLECTOR NO. 3,NOROESTE,SONORA,SAN IGNACIO RIO MUERTO,RÍO YAQUI 3,DREN,LÓTICO,DREN,-110.21566,27.33625,2012-2023,12.445,77.86,146.5,24196,6867,,1.56,55.9,Rojo,"DQO,CF,E_COLI,"
3770,OCNOR4119,COLECTOR PRINCIPAL  NO. 2,NOROESTE,SONORA,SAN IGNACIO RIO MUERTO,RÍO YAQUI 3,DREN COLECTOR PRINCIPAL  2,LÓTICO,DREN,-110.34248,27.40959,2012-2023,<3,40.18,116.96000000000001,24196,131,,1.554,113.2,Rojo,"DQO,CF,"
3771,OCNOR4120,COMPLEJO LAGUNAR BAHIA GUASIMAS-ESTERO LOBOS 1,NOROESTE,SONORA,SAN IGNACIO RIO MUERTO,RÍO YAQUI 3,COMPLEJO LAGUNAR BAHIA GUASIMAS-ESTERO LOBOS,COSTERO (HUMEDAL),LAGUNA,-110.42366,27.2992,2012-2023,,,47.15,10,,10,,,Verde,
3772,OCNOR4121,BAHIA DE LOBOS 2,NOROESTE,SONORA,SAN IGNACIO RIO MUERTO,RÍO YAQUI 3,HUMEDAL - BAHIA DE LOBOS,COSTERO (HUMEDAL),BAHIA,-110.48183,27.34069,2012-2023,,,33.5,91.5,,<3,,,Verde,
3773,OCNOR4122,BAHIA DE LOBOS 3,NOROESTE,SONORA,SAN IGNACIO RIO MUERTO,RÍO YAQUI 3,HUMEDAL - BAHIA DE LOBOS,COSTERO (HUMEDAL),BAHIA,-110.52707,27.30176,2012-2023,,,<25,10,,<3,,,Verde,
3774,OCNOR4123,BAHIA DE LOBOS 4,NOROESTE,SONORA,SAN IGNACIO RIO MUERTO,RÍO YAQUI 3,HUMEDAL - BAHIA DE LOBOS,COSTERO (HUMEDAL),LAGUNA,-110.5514,27.38147,2012-2023,,,42,168,,<3,,,Verde,
3775,OCNOR4124,BAHIA DE LOBOS 1,NOROESTE,SONORA,SAN IGNACIO RIO MUERTO,RÍO YAQUI 3,HUMEDAL - BAHIA DE LOBOS,COSTERO (HUMEDAL),BAHIA,-110.58685,27.42261,2012-2023,,,<25,15,,<3,,,Verde,
3776,OCNOR4125,COMPLEJO LAGUNAR BAHIA GUASIMAS-ESTERO LOBOS 3,NOROESTE,SONORA,GUAYMAS,RÍO YAQUI 3,COMPLEJO LAGUNAR BAHIA GUASIMAS-ESTERO LOBOS,COSTERO (HUMEDAL),LAGUNA,-110.57856,27.52822,2012-2023,,,25,74.5,,<3,,,Verde,
